revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,entity_types_31,entity_description,new_value_description,old_value_description,label,entity_types_279,predicted_class
1734855479,5105949,Chris Boyce,description,,-2,,"""British writer""",,"""Scottish science fiction author""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,property_value_update
377299899,2982766,Julia Lennon,description,,-2,,"""Waitress, Housewife""",,"""mother of English musician John Lennon""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,"textual_change, property_value_update"
1020155608,245432,5 Fingers,label,,-1,label,"""5 Fingers (Austria)""",,"""5 Fingers""",,string,UPDATE,PROPERTY_VALUE,observation deck,observation deck,,,unrefinement,,unrefinement
1666634869,111219246,Laishui,description,,-2,description,"""A river in Hebei""",,"""river in Hebei""",,string,UPDATE,PROPERTY_VALUE,river,river in Hebei,,,re_formatting,,re_formatting
13517935,2895255,Canales,description,,-2,description,"""dismbiguation""",,"""disambiguation""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,textual_change
665018071,26387279,Hardwired,description,,-2,description,"""song by Metallica""",,"""Metallica song""",,string,UPDATE,PROPERTY_VALUE,,,,,refinement,,re_formatting
2176155459,5100045,China Human Rights Organisations,description,,-2,description,"""organization""",,"""Organisation""",,string,UPDATE,PROPERTY_VALUE,,,,,refinement,,re_formatting
598981695,3249197,Jerry Lawson,description,,-2,description,"""Video game developer""",,"""video game developer""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,re_formatting
412540470,3549525,Life Form,label,,-1,label,"""A Form of life""",,"""Life Form""",,string,UPDATE,PROPERTY_VALUE,literary work,,,,refinement,,"textual_change, refinement"
2352222189,104307077,Ballygamboon Upper,label,,-1,label,"""Ballygamboone Upper""",,"""Ballygamboon Upper""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,textual_change
2290588151,11087293,Perla Encinas,description,,-2,description,"""Mexican actress""",,"""Mexican actressd""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,textual_change
620010650,2976265,1999 ASB Classic,description,,-2,description,"""tennis tournam,ent""",,"""tennis tournament""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,textual_change
270424080,237701,Simenon,label,,-1,label,"""Georges Simenon""",,"""Simenon""",,string,UPDATE,PROPERTY_VALUE,Wikimedia disambiguation page,Wikimedia disambiguation page,,,unrefinement,,unrefinement
2259773678,466546,Lyudmila Zykina,q466546$3dbe8d87-4315-71e6-ac6b-e74c15a613d2,,6394,ELNET ID,"""a11388250""",,"""11388250""",,string,UPDATE,PROPERTY_VALUE,human,Russian folk singer (1929-2009),,,re_formatting,,re_formatting
205009899,198091,Empress Zhu,label,,-1,label,"""Empress Zhu (Jing)""",,"""Empress Zhu""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,unrefinement
2180985656,111219756,K. P. Tripathi,description,,-2,description,"""indian politician from Madhya Pradesh""",,"""Indian politician from Madhya Pradesh""",,string,UPDATE,PROPERTY_VALUE,human,Indian politician from Madhya Pradesh,,,re_formatting,,re_formatting
1501226773,99884647,Dorothy Waldegrave,description,,-2,,"""-""",,"""(est. 9 Mar 1529 - before 19 May 1597)""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,property_value_update
503596428,30339237,Éric Pauget,label,,-1,label,"""Eric Pauget""",,"""Éric Pauget""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,"textual_change, re_formatting"
1165524989,2976561,game classification,description,,-2,description,"""tyoe of classification""",,"""type of classification""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,textual_change
2038284346,86226,Emil Mazuw,Q86226$4EAD4398-36EB-40BE-A017-45EF4C4E368D,,213,ISNI,"""0000 0000 1721 8242""",,"""0000000017218242""",,string,UPDATE,PROPERTY_VALUE,human,German general (1900-1987),,,re_formatting,,re_formatting
2306841041,111219120,Duankou,description,,-2,description,"""A mountain in Laishui County""",,"""mountain in Laishui County""",,string,UPDATE,PROPERTY_VALUE,mountain,mountain in Laishui County,,,re_formatting,,re_formatting
408637126,245145,Zwyssig,label,,-1,label,"""Zwyssig (surname)""",,"""Zwyssig""",,string,UPDATE,PROPERTY_VALUE,family name,family name,,,unrefinement,,re_formatting
1981334871,200198,Coat of arms of Vatican City,description,,-2,description,"""coat of arms of Vatican City""",,"""coat of arms""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,unrefinement
