revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,entity_types_31,entity_description,new_value_description,old_value_description,label_old,entity_types_279,latitude_old,longitude_old,latitude_new,longitude_new,label_latitude,label_longitude,predicted_class_latitude
1181155535,130135,Atlas Mountains,q130135$291D2D15-8FF2-47DB-A556-037D11ADF20D,,625,coordinate location,"{""latitude"": 31, ""longitude"": -8}",,"{""latitude"": 31, ""longitude"": -99}",,globecoordinate,UPDATE,PROPERTY_VALUE,mountain range,North African mountain range,,,property_value_update,,31.0,-8.0,31.0,-99.0,,property_value_update,property_value_update
749472266,49302542,Gibraltar Lake,Q49302542$6091F94A-4167-4BD9-A8E5-999BD0E75EC4,,625,coordinate location,"{""latitude"": 59.3551, ""longitude"": -154.69447}",,"{""latitude"": 59.355, ""longitude"": -154.69444444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,59.3551,-154.69447,59.355,-154.69444444444,unrefinement,property_value_update,"refinement, unrefinement"
2023623393,51614,Anatolia,q51614$9600BE36-A162-4133-BF0A-EEB943BCB67B,,625,coordinate location,"{""latitude"": 39, ""longitude"": 32}",,"{""latitude"": 39, ""longitude"": 35}",,globecoordinate,UPDATE,PROPERTY_VALUE,peninsula,peninsula in Western Asia,,,property_value_update,,39.0,32.0,39.0,35.0,,property_value_update,property_value_update
2066218756,27031091,Ignacio Allende,Q27031091$ebb6164a-410a-4b08-7204-2a5c7ae6be7b,,625,coordinate location,"{""latitude"": 27.8833, ""longitude"": -106.2}",,"{""latitude"": 27.86784, ""longitude"": -106.2202}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, refinement",,27.8833,-106.2,27.86784,-106.2202,property_value_update,refinement,refinement
620496593,315636,Alcantara,q315636$3C0F29A9-3270-420D-B531-520D9160D242,,625,coordinate location,"{""latitude"": 9.9833333333333, ""longitude"": 123.4}",,"{""latitude"": 9.966897, ""longitude"": 123.444374}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Cebu,,,"property_value_update, refinement",,9.9833333333333,123.4,9.966897,123.444374,property_value_update,refinement,refinement
756675990,49302769,Guiles Lake,Q49302769$8AFC9065-5D84-44DC-9E1A-2CE11E69C4F4,,625,coordinate location,"{""latitude"": 45.75001, ""longitude"": -122.77607}",,"{""latitude"": 45.75, ""longitude"": -122.77611111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,45.75001,-122.77607,45.75,-122.77611111111,unrefinement,property_value_update,"unrefinement, refinement"
2330220401,270294,Saint-Jean-Pied-de-Port,q270294$F22AB246-BF28-4364-B82B-0B2ECE43D148,,625,coordinate location,"{""latitude"": 43.16305555555556, ""longitude"": -1.2375}",,"{""latitude"": 43.16305555555556, ""longitude"": -1.2380555555555555}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Pyrénées-Atlantiques, France",,,property_value_update,,43.1630555555556,-1.2375,43.1630555555556,-1.23805555555556,,property_value_update,property_value_update
70994339,3783,Amazon,q3783$2105F2D6-BF7C-4EF2-8CC3-4BE7C7CB20FB,,625,coordinate location,"{""latitude"": -0.166667, ""longitude"": -49}",,"{""latitude"": -0.16666694444444, ""longitude"": -49}",,globecoordinate,UPDATE,PROPERTY_VALUE,river,river in South America,,,property_value_update,,-0.166667,-49.0,-0.16666694444444,-49.0,property_value_update,,refinement
268145298,268300,Rousson,q268300$57AB9DA5-3325-4640-821A-8E70D1BA9EBF,,625,coordinate location,"{""latitude"": 44.1797, ""longitude"": 4.1508}",,"{""latitude"": 44.178611111111, ""longitude"": 4.15}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Gard, France",,,"property_value_update, unrefinement",,44.1797,4.1508,44.178611111111,4.15,property_value_update,unrefinement,refinement
731117109,1032,Niger,q1032$4b6d5592-477f-26ac-58f1-b47f2413db29,,625,coordinate location,"{""latitude"": 16, ""longitude"": 10}",,"{""latitude"": 17, ""longitude"": 10}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, landlocked country, republic, sovereign state",sovereign state in western Africa,,,property_value_update,,16.0,10.0,17.0,10.0,property_value_update,,property_value_update
355957916,16538173,Castello di Sorci,Q16538173$2edcd3fe-499a-c057-8eac-450b00b9cf63,,625,coordinate location,"{""latitude"": 43.514330555556, ""longitude"": -12.075702777778}",,"{""latitude"": 43.514330555556, ""longitude"": 12.075702777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,43.514330555556,-12.075702777778,43.514330555556,12.075702777778,,re_formatting,property_value_update
1799734903,23408,Bouvet Island,Q23408$5AA82509-F32F-41E2-9820-626866C3AC0A,,625,coordinate location,"{""latitude"": -54.42222, ""longitude"": 3.35833}",,"{""latitude"": -54.42, ""longitude"": 3.36}",,globecoordinate,UPDATE,PROPERTY_VALUE,"dependency of Norway, island, political territorial entity",Norwegian uninhabited subantarctic volcanic island,,,unrefinement,,-54.42222,3.35833,-54.42,3.36,unrefinement,unrefinement,unrefinement
232330604,15628595,Boyden–Hull Junior/Senior High School,Q15628595$29f0dad6-4507-6947-e5f4-1f6eccb8199a,,625,coordinate location,"{""latitude"": 43.189444444444, ""longitude"": 96.135833333333}",,"{""latitude"": 43.189444444444, ""longitude"": -96.135833333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,43.189444444444,96.135833333333,43.189444444444,-96.135833333333,,re_formatting,property_value_update
747542238,49302929,Henry Lake,Q49302929$B043B32D-729E-4F35-8566-384161C3B84F,,625,coordinate location,"{""latitude"": 42.23011, ""longitude"": -116.31011}",,"{""latitude"": 42.23, ""longitude"": -116.31}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,42.23011,-116.31011,42.23,-116.31,unrefinement,unrefinement,unrefinement
1416079889,1342,Pittsburgh,q1342$BB774529-49DD-4871-83C7-24FC358F116C,,625,coordinate location,"{""latitude"": 40.45, ""longitude"": -80}",,"{""latitude"": 40.44166666666667, ""longitude"": -80}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, city of Pennsylvania, county seat, home rule municipality of Pennsylvania","city and county seat in Allegheny County, Pennsylvania, United States",,,property_value_update,,40.45,-80.0,40.4416666666667,-80.0,property_value_update,,refinement
1753178086,135616,Yeysk,q135616$493DD155-4097-4F27-993E-BB0A74DD3A8D,,625,coordinate location,"{""latitude"": 46.710555555556, ""longitude"": 38.277777777778}",,"{""latitude"": 46.71111111111111, ""longitude"": 38.27333333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, city or town, port","town in Krasnodar Krai, Russia",,,property_value_update,,46.710555555556,38.277777777778,46.7111111111111,38.2733333333333,property_value_update,property_value_update,property_value_update
883086360,2074405,San Fulgencio,q2074405$065EF8AC-B7EE-4C59-8C8A-F70B4BCC7A4C,,625,coordinate location,"{""latitude"": 38.111944444444, ""longitude"": 0.71916666666667}",,"{""latitude"": 38.111944444444, ""longitude"": -0.71916666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,38.111944444444,0.71916666666667,38.111944444444,-0.71916666666667,,re_formatting,property_value_update
371139137,1974,British Columbia,Q1974$f5cf122b-4c93-c0bc-58ae-a029e74ed66f,,1332,coordinates of northernmost point,"{""latitude"": 60, ""longitude"": -120}",,"{""latitude"": 60, ""longitude"": -130}",,globecoordinate,UPDATE,PROPERTY_VALUE,,province of Canada,,,property_value_update,,60.0,-120.0,60.0,-130.0,,property_value_update,property_value_update
75777053,319659,Abernathy,q319659$6B0343E5-CB32-45FD-BBA5-D3068C3D3998,,625,coordinate location,"{""latitude"": 33.83167, ""longitude"": 101.845}",,"{""latitude"": 33.832222222222, ""longitude"": -101.84305555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,city in the United States,city in Texas,,,property_value_update,,33.83167,101.845,33.832222222222,-101.84305555556,property_value_update,property_value_update,property_value_update
1829142147,83399,Northolt,q83399$4C755CE1-68AA-4994-AE08-8C9B25E53F33,,625,coordinate location,"{""latitude"": 51.543055555555554, ""longitude"": -0.37722222222222224}",,"{""latitude"": 51.54666666666667, ""longitude"": -0.37}",,globecoordinate,UPDATE,PROPERTY_VALUE,"area of London, town","area in the London Borough of Ealing, England, UK",,,"property_value_update, unrefinement",,51.5430555555556,-0.377222222222222,51.5466666666667,-0.37,property_value_update,unrefinement,property_value_update
748112754,49303938,Larson Lake,Q49303938$3F905180-14A8-4C16-804C-31CF64CA4C62,,625,coordinate location,"{""latitude"": 62.33744, ""longitude"": -149.89006}",,"{""latitude"": 62.3375, ""longitude"": -149.89}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,62.33744,-149.89006,62.3375,-149.89,property_value_update,unrefinement,unrefinement
940263595,217717,American Museum of Natural History,q217717$0D4ED294-42A2-4596-90A4-9FEEF77F86B7,,625,coordinate location,"{""latitude"": 40.780555555556, ""longitude"": -73.974722222222}",,"{""latitude"": 40.780555555556, ""longitude"": 73.974722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,"educational institution, natural history museum, nonprofit organization","natural history museum in Manhattan, New York",,,re_formatting,,40.780555555556,-73.974722222222,40.780555555556,73.974722222222,,re_formatting,property_value_update
817353588,24911006,Kalenbuntu,Q24911006$BD56CEA6-F0DC-4E7F-926C-AD8C5DFF4D69,,625,coordinate location,"{""latitude"": -6.12722, ""longitude"": 107.0625}",,"{""latitude"": -6.1272222222222, ""longitude"": 107.0625}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,-6.12722,107.0625,-6.1272222222222,107.0625,refinement,,refinement
815727287,24910774,Loko Kalada,Q24910774$4265BD90-262A-42B1-B39F-ABA579BB5B83,,625,coordinate location,"{""latitude"": -9.6176, ""longitude"": 119.2938}",,"{""latitude"": -9.6175, ""longitude"": 119.29388888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, refinement",,-9.6176,119.2938,-9.6175,119.29388888889,property_value_update,refinement,refinement
1338250636,35600,Ural Mountains,q35600$C4F4A2DE-BC60-42E3-8F8C-3820A5C88FCE,,625,coordinate location,"{""latitude"": 60, ""longitude"": 60}",,"{""latitude"": 60, ""longitude"": 59}",,globecoordinate,UPDATE,PROPERTY_VALUE,mountain range,mountain range in Russia,,,property_value_update,,60.0,60.0,60.0,59.0,,property_value_update,property_value_update
142648988,45295,Birnie Island,q45295$79A83F1A-394D-490E-9B98-1C97E870A6BC,,625,coordinate location,"{""latitude"": -3.9166666666667, ""longitude"": 171.55}",,"{""latitude"": -3.9166666666667, ""longitude"": -171.55}",,globecoordinate,UPDATE,PROPERTY_VALUE,island,island in Kiribati,,,re_formatting,,-3.9166666666667,171.55,-3.9166666666667,-171.55,,re_formatting,property_value_update
1365152149,24792,Thielle,q24792$5C052925-C683-4CCF-98C6-2C5D87B684BE,,625,coordinate location,"{""latitude"": 47, ""longitude"": 7.0333333333333}",,"{""latitude"": 47.016666666666666, ""longitude"": 7.033333333333333}",,globecoordinate,UPDATE,PROPERTY_VALUE,river,tributary to the Aare River,,,refinement,,47.0,7.0333333333333,47.0166666666667,7.03333333333333,refinement,,refinement
264324524,130184,Viviers,q130184$ABE730FB-04C9-4ABB-857B-303D4261B922,,625,coordinate location,"{""latitude"": 47.8039, ""longitude"": 3.9219}",,"{""latitude"": 47.803333333333, ""longitude"": 3.9211111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Yonne, France",,,property_value_update,,47.8039,3.9219,47.803333333333,3.9211111111111,property_value_update,property_value_update,refinement
761707156,49303289,John Roberts Lake,Q49303289$8745D97B-5730-4F6C-B529-2D9B254A090A,,625,coordinate location,"{""latitude"": 66.12669, ""longitude"": -146.83758}",,"{""latitude"": 66.126666666667, ""longitude"": -146.8375}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,66.12669,-146.83758,66.126666666667,-146.8375,property_value_update,unrefinement,refinement
351680571,668,India,q668$A160C75B-2538-4306-8C2E-C5D5B97E2F29,,625,coordinate location,"{""latitude"": 21, ""longitude"": 78}",,"{""latitude"": 21, ""longitude"": 77}",,globecoordinate,UPDATE,PROPERTY_VALUE,"constitutional republic, country, democratic republic, dominion of the British Empire, federal republic, republic, sovereign state",country in South Asia,,,property_value_update,,21.0,78.0,21.0,77.0,,property_value_update,property_value_update
70618325,80370,Batman Province,q80370$916E9A42-93C1-41A1-9B32-FC94FDE8A8C0,,625,coordinate location,"{""latitude"": 38.081944444444, ""longitude"": 41.407222222222}",,"{""latitude"": 8.0819444444444, ""longitude"": 41.407222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,province of Turkey,province of Turkey,,,property_value_update,,38.081944444444,41.407222222222,8.0819444444444,41.407222222222,property_value_update,,property_value_update
1498339891,213,Czech Republic,q213$8148904D-F37E-4FE7-8B25-EFBD167043FF,,625,coordinate location,"{""latitude"": 50, ""longitude"": 16}",,"{""latitude"": 49.5, ""longitude"": 16}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, landlocked country, republic, sovereign state, successor state",country in Central Europe,,,property_value_update,,50.0,16.0,49.5,16.0,property_value_update,,unrefinement
1436357544,126130,Bible Lands Museum,Q126130$A8AB1124-C0F6-436F-BD53-229A6A216201,,625,coordinate location,"{""latitude"": 31.7749, ""longitude"": 35.2025}",,"{""latitude"": 31.7749, ""longitude"": 55.2025}",,globecoordinate,UPDATE,PROPERTY_VALUE,archaeological museum,аchaeological museum in Jerusalem,,,property_value_update,,31.7749,35.2025,31.7749,55.2025,,property_value_update,property_value_update
784185883,256801,Zhuravno,q256801$65B16CCC-165F-4A15-93D8-1278C335364D,,625,coordinate location,"{""latitude"": 49.25, ""longitude"": 24.266666666667}",,"{""latitude"": 49.2580366, ""longitude"": 24.2856428}",,globecoordinate,UPDATE,PROPERTY_VALUE,human settlement,administrative territorial entity of Ukraine,,,"property_value_update, refinement",,49.25,24.266666666667,49.2580366,24.2856428,refinement,property_value_update,refinement
732737687,717,Venezuela,q717$228181a5-4cb8-7039-41b0-bcd88b408576,,625,coordinate location,"{""latitude"": 8, ""longitude"": -65}",,"{""latitude"": 8, ""longitude"": -67}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, sovereign state",sovereign state in northern South America,,,property_value_update,,8.0,-65.0,8.0,-67.0,,property_value_update,property_value_update
914199429,234132,Hillsborough disaster,q234132$0A32CB8D-2933-4F85-94D3-8676A679C7C9,,625,coordinate location,"{""latitude"": 53.41154, ""longitude"": -1.50154}",,"{""latitude"": 53.4115, ""longitude"": -1.5016}",,globecoordinate,UPDATE,PROPERTY_VALUE,"disaster, stampede",incident which occurred during the FA Cup semi-final match in 1989,,,"property_value_update, unrefinement",,53.41154,-1.50154,53.4115,-1.5016,unrefinement,property_value_update,unrefinement
1079983515,14897,Maintal,q14897$798ADB26-3DF6-41FF-B7EE-3764D2A6BABA,,625,coordinate location,"{""latitude"": 50.15, ""longitude"": 8.8333333333333}",,"{""latitude"": 50.15, ""longitude"": 8.833333333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,"municipality, town, urban municipality in Germany","town in Main-Kinzig-Kreis in Hesse, Germany",,,refinement,,50.15,8.8333333333333,50.15,8.83333333333333,,refinement,re_formatting
2234411873,130280,Estonian Soviet Socialist Republic,Q130280$2E3EAA49-7527-4D0D-9607-BE32A1499B0C,,625,coordinate location,"{""latitude"": 59.41666667, ""longitude"": 24.75}",,"{""latitude"": 59.435833333333335, ""longitude"": 24.7375}",,globecoordinate,UPDATE,PROPERTY_VALUE,"historical country, puppet state, republic of the Soviet Union, sovereign state",republic of the Soviet Union (1940–1991),,,property_value_update,,59.41666667,24.75,59.4358333333333,24.7375,property_value_update,property_value_update,refinement
69994597,970117,San Pietro Martire,Q970117$e966f1bb-41b1-8e55-5711-e222af4580c0,,625,coordinate location,"{""latitude"": 40.851875, ""longitude"": -14.246644444444}",,"{""latitude"": 40.851875, ""longitude"": 14.246644444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,40.851875,-14.246644444444,40.851875,14.246644444444,,re_formatting,property_value_update
767291032,36238003,Uza,Q36238003$BF3C127D-34CE-4C16-B5D7-E3FC0564E9C3,,625,coordinate location,"{""latitude"": 54.6295, ""longitude"": 55.5552}",,"{""latitude"": 54.629444444444, ""longitude"": 55.555277777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, refinement",,54.6295,55.5552,54.629444444444,55.555277777778,property_value_update,refinement,refinement
1354460420,36077,Hạ Long,Q36077$2EFC2C72-0A28-43A3-9072-BE1E10BFE709,,625,coordinate location,"{""latitude"": 20.95162, ""longitude"": 107.084933}",,"{""latitude"": 20.951619444444443, ""longitude"": 107.08493333333334}",,globecoordinate,UPDATE,PROPERTY_VALUE,provincial city of Vietnam,provincial city of Vietnam,,,refinement,,20.95162,107.084933,20.9516194444444,107.084933333333,refinement,refinement,refinement
750284010,49303205,Island Lake,Q49303205$B65F9E22-FB15-4DDF-81D0-DA30667085C4,,625,coordinate location,"{""latitude"": 48.90253, ""longitude"": -100.21297}",,"{""latitude"": 48.9025, ""longitude"": -100.21305555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,48.90253,-100.21297,48.9025,-100.21305555556,unrefinement,property_value_update,"refinement, unrefinement"
1415740491,779914,Taujėnai,Q779914$6A21B276-111B-46B8-83B9-9D2380610C22,,625,coordinate location,"{""latitude"": 55.3919, ""longitude"": 24.7639}",,"{""latitude"": 55.39055555555556, ""longitude"": 24.76}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,55.3919,24.7639,55.3905555555556,24.76,property_value_update,unrefinement,"re_formatting, refinement"
1474377524,79343,Chevak,q79343$FAE68339-0FFE-4CC2-95A4-A557C226322C,,625,coordinate location,"{""latitude"": 61.5278, ""longitude"": -165.579}",,"{""latitude"": 61.52780555555555, ""longitude"": -165.58638888888888}",,globecoordinate,UPDATE,PROPERTY_VALUE,city in the United States,"city in Kusilvak Census Area, Alaska, United States",,,"property_value_update, refinement",,61.5278,-165.579,61.5278055555556,-165.586388888889,refinement,property_value_update,refinement
746230290,49305071,Lumen Lake,Q49305071$B8B4C7BE-7258-4512-9FD8-733E2991BFC9,,625,coordinate location,"{""latitude"": 45.73904, ""longitude"": -89.6201}",,"{""latitude"": 45.739166666667, ""longitude"": -89.62}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,45.73904,-89.6201,45.739166666667,-89.62,property_value_update,unrefinement,"refinement, unrefinement"
362454821,377941,California State Route 7,Q377941$9732FF70-1354-4506-B101-757C74F2CD27,,625,coordinate location,"{""latitude"": 32.701764, ""longitude"": 115.382109}",,"{""latitude"": 32.701805555556, ""longitude"": -115.38211111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,road,"state highway in Imperial County, California, United States",,,property_value_update,,32.701764,115.382109,32.701805555556,-115.38211111111,property_value_update,property_value_update,"re_formatting, property_value_update"
760802036,49303160,Indian Camp Lake,Q49303160$39E9EA2E-FA97-4864-989D-1CE9609F6B84,,625,coordinate location,"{""latitude"": 36.82303, ""longitude"": -89.11257}",,"{""latitude"": 36.823055555556, ""longitude"": -89.1125}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,36.82303,-89.11257,36.823055555556,-89.1125,property_value_update,unrefinement,refinement
2342346920,27433,Central Africa,Q27433$9259a75f-4556-cc5b-3fe3-3eb37cd51fc6,,625,coordinate location,"{""latitude"": 40.421295, ""longitude"": -3.623989}",,"{""latitude"": 2, ""longitude"": 21}",,globecoordinate,UPDATE,PROPERTY_VALUE,"cultural region, region, subregion",core region of the African continent,,,property_value_update,,40.421295,-3.623989,2.0,21.0,property_value_update,property_value_update,unrefinement
2280355521,131337474,Peña Magdalena,Q131337474$e4b103d6-4c13-9d89-50dc-c9e2f82138dc,,625,coordinate location,"{""latitude"": 41.57334, ""longitude"": 3.198738}",,"{""latitude"": 41.57334, ""longitude"": -3.198738}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,41.57334,3.198738,41.57334,-3.198738,,re_formatting,property_value_update
1249122834,196701,Okinominamiiwa,Q196701$654A8DB4-B3D5-4E4E-A0D4-5375882DF872,,625,coordinate location,"{""latitude"": 25.75527778, ""longitude"": 123.5663889}",,"{""latitude"": 25.755, ""longitude"": 123.567125}",,globecoordinate,UPDATE,PROPERTY_VALUE,"disputed territory, island",Japanese island,,,"property_value_update, unrefinement",,25.75527778,123.5663889,25.755,123.567125,unrefinement,property_value_update,"refinement, unrefinement"
1424964202,185072,Courland,Q185072$55e26d7c-495c-77ca-441b-97fabd7e7ed5,,625,coordinate location,"{""latitude"": 57, ""longitude"": 24}",,"{""latitude"": 57, ""longitude"": 22}",,globecoordinate,UPDATE,PROPERTY_VALUE,region,Historical and cultural region of Latvia,,,property_value_update,,57.0,24.0,57.0,22.0,,property_value_update,property_value_update
793875347,6465712,Çıplak,Q6465712$cbb47840-44c7-803f-1ec7-cdbd46442833,,625,coordinate location,"{""latitude"": 39.952222222222, ""longitude"": -26.261111111111}",,"{""latitude"": 39.952222222222, ""longitude"": 26.261111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,39.952222222222,-26.261111111111,39.952222222222,26.261111111111,,re_formatting,property_value_update
731979847,1045,Somalia,q1045$AE999D84-207C-48FF-9B03-AB4CE3CD35E5,,625,coordinate location,"{""latitude"": 8.316667, ""longitude"": 47.3}",,"{""latitude"": 6, ""longitude"": 47}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, federal republic, republic, sovereign state",sovereign state in Africa,,,"property_value_update, unrefinement",,8.316667,47.3,6.0,47.0,property_value_update,unrefinement,unrefinement
390363178,32823,Seville Maritime Museum,Q32823$b58744f5-4352-fb05-ab2f-ac8e88bb8098,,625,coordinate location,"{""latitude"": 11.382441666667, ""longitude"": -5.9962944444444}",,"{""latitude"": 37.382441666667, ""longitude"": -5.9962944444444}",,globecoordinate,UPDATE,PROPERTY_VALUE,"maritime museum, naval museum","naval and maritime museum in Seville, Spain",,,property_value_update,,11.382441666667,-5.9962944444444,37.382441666667,-5.9962944444444,property_value_update,,property_value_update
232330228,4782749,Aquarium Development,Q4782749$19E28870-4F1E-4A59-99A6-723D44A82BE8,,625,coordinate location,"{""latitude"": 42.359, ""longitude"": 71.0507}",,"{""latitude"": 42.359, ""longitude"": -71.0507}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,42.359,71.0507,42.359,-71.0507,,re_formatting,property_value_update
183228632,316289,Ronda,q316289$1AEB0E0D-79D2-480B-AFEE-EA41531A560B,,625,coordinate location,"{""latitude"": 10.001, ""longitude"": 123.408}",,"{""latitude"": 10, ""longitude"": 123.4}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Cebu,,,unrefinement,,10.001,123.408,10.0,123.4,unrefinement,unrefinement,unrefinement
1584588391,153329,Rukwa Region,q153329$07243E1E-C534-4221-BD56-C4DBFAC4AEF0,,625,coordinate location,"{""latitude"": -7, ""longitude"": 31.5}",,"{""latitude"": -8, ""longitude"": 31.333333333333332}",,globecoordinate,UPDATE,PROPERTY_VALUE,region of Tanzania,region of Tanzania,,,property_value_update,,-7.0,31.5,-8.0,31.3333333333333,property_value_update,property_value_update,property_value_update
761093684,49304595,Long Lake,Q49304595$DF308484-940E-4F1C-9267-3A8492110318,,625,coordinate location,"{""latitude"": 29.67221, ""longitude"": -81.99504}",,"{""latitude"": 29.672222222222, ""longitude"": -81.995}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"property_value_update, unrefinement",,29.67221,-81.99504,29.672222222222,-81.995,property_value_update,unrefinement,refinement
66175431,337396,Acadia National Park,q337396$79956bd7-4713-5277-c66e-08adfef85f05,,625,coordinate location,"{""latitude"": 44.35, ""longitude"": 68.216666666667}",,"{""latitude"": 44.35, ""longitude"": -68.216666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,"national park, National Park of the United States",national park in the US state of Maine,,,re_formatting,,44.35,68.216666666667,44.35,-68.216666666667,,re_formatting,re_formatting
777345393,24911639,Teluk Kamara,Q24911639$BC8AE299-15F8-4A58-8AFF-5D54E20910C9,,625,coordinate location,"{""latitude"": -3.5888, ""longitude"": 133.6175}",,"{""latitude"": -3.5888888888889, ""longitude"": 133.6175}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,refinement,,-3.5888,133.6175,-3.5888888888889,133.6175,refinement,,refinement
